HapGow;HapNig;HapArt;ThrHaw;ThrPar;ThrQui;FraSc1;FraSc2;HapSp.;MicAbd;GigEle;DenIno;NeoSam;FraOcc;MegSjo;ThrPal;ThrTab;ThrBou;FraIns;HerPat;SciAur;ThrCan;ChaOrc;FraVes;CerBru;LioSp.;NesSp.;FraInt;ThrFlo;AroMex;ThrReu;HelHae;ChiSp.;MS031.;ThrAus;MS032.;ElaSp.;ThrSp2;GynUze;SciSp2;ScoRha;date;season;transect;site;plant;elevation;latitude;longitude;grid;meanTemperature;rainfall;sug100;veg100;for100;plfor100;gra100;rock100;sava100;orch100;urb100;sug300;veg300;for300;plfor300;gra300;rock300;sava300;orch300;urb300;sug600;veg600;for600;plfor600;gra600;rock600;sava600;orch600;urb600;sug1000;veg1000;for1000;plfor1000;gra1000;rock1000;sava1000;orch1000;urb1000;sug3000;veg3000;for3000;plfor3000;gra3000;rock3000;sava3000;orch3000;urb3000;fragm100;fragm300;fragm600;fragm1000;fragm3000
2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site5;Other;600,16796875;7643176,86915667;348327,737152846;CA;20,6172580718994;1630,2763671875;0,246258676685984;0,0199324969751003;0,0199324969751003;0;0;0;0,0109214799719799;0,0526650958415589;0,650289753550277;0,246729679441375;0,0412566237698713;0,113140002971411;0;0;0;0,0591770607087522;0,0891529356831061;0,450543697425485;0,368352770233641;0,051488698239138;0,124947711834503;0;0,0496916656422755;0;0,0620161962868991;0,056911633221402;0,286591324542141;0,439300028206845;0,0697206364642931;0,147347346241122;0;0,0403523645334714;0;0,0382402717961024;0,0784692313845351;0,186570121373631;0,366287459278478;0,0838059899600452;0,233596596223036;1,19581635202342E-05;0,0443597847689567;0;0,0463741556327488;0,0867585300959151;0,1388055258773;0,0769349491036855;0,0750731726848544;0,067548332788557;0,103251048584005;0,374131137800304
2;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site6;LanCam;747,746276855469;7644338,83177778;349467,438032581;DA;19,674747467041;1750,87426757812;0,439842083479258;0,271960266165749;0,040625298481327;0;0;0;0,0253112165302939;0,18727116431596;0,0349899710274125;0,525771773620146;0,181698874751055;0,115694410544301;0;0,00253278291291259;0;0,0436975800603481;0,114396182431118;0,0162083956801194;0,420577071379552;0,151613450966797;0,186731921637435;0;0,0321469757964667;0;0,0373108325138139;0,154821957932123;0,0167977897738126;0,413768859744101;0,175669762496352;0,164160717212969;0;0,0372328403002877;0;0,0311152064905332;0,135856991034575;0,0421956227211814;0,242615786443522;0,102874024881931;0,311574541450205;1,19543794388912E-05;0,0869820847894662;0;0,0562925104852491;0,084030512079917;0,115618585490271;0,150402382181895;0,0907249270720023;0,0885055465271893;0,153068829975018;0,439156199080349
0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site7;SolMau;752,350158691406;7645635,34080708;348988,076210494;DA;19,6132411956787;1601,67456054688;0,799917215907282;0;0,0637437513930016;0;0;0;0;0,136339032699717;0;0,496234404349626;0,0589300685200449;0,341355048445122;0;0;0;0,034550091796343;0,0679469809792317;0,000983405909632779;0,361441499762545;0,163379878115109;0,301178255990109;0;0,00294851420177424;0;0,0339061445656336;0,0740993279616251;0,0630463794032045;0,240866372722037;0,187029353327953;0,280645990555426;0;0,0260158626955636;0;0,0481714326761635;0,0851145734141054;0,132156414608752;0,230089833147799;0,0949299014194148;0,278626185941409;0;0,0856466470547142;9,2648373123386E-05;0,053192422124935;0,079530165094631;0,177892196843973;0,0706044597686348;0,0609021460603845;0,0573188733679724;0,145743822923794;0,408789323717544
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site8;LanCam;963,952331542969;7645837,861744;350366,802181162;DA;18,6654396057129;1785,23095703125;0;0,367497691597415;0,166746266755819;0;0;0;0,0250262680294202;0,405451014105136;0,0352787595122107;0,0265371527212785;0,249209403674593;0,3044945489533;0;0,102218621992373;0;0,0112416783988567;0,259750688013357;0,0465479062462416;0,0460986886556509;0,19765588796089;0,412445567005204;0;0,057032159243262;0;0,0257502113645127;0,227675839355895;0,0333416464145857;0,0934081070392933;0,171442155667637;0,439996021704863;0;0,0959792644521701;0;0,0542813638711338;0,114395981921911;0,0304971053429925;0,179856463756878;0,102220142105233;0,37749070646932;0;0,152815347765354;0;0,066242370059592;0,0749274400199043;0,0464475298237178;0,103248155313443;0,0881604798473043;0,117930771676757;0,168050003691119;0,446406047728728
0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site8;SolMau;963,952331542969;7645837,861744;350366,802181162;DA;18,6654396057129;1785,23095703125;0;0,367497691597415;0,166746266755819;0;0;0;0,0250262680294202;0,405451014105136;0,0352787595122107;0,0265371527212785;0,249209403674593;0,3044945489533;0;0,102218621992373;0;0,0112416783988567;0,259750688013357;0,0465479062462416;0,0460986886556509;0,19765588796089;0,412445567005204;0;0,057032159243262;0;0,0257502113645127;0,227675839355895;0,0333416464145857;0,0934081070392933;0,171442155667637;0,439996021704863;0;0,0959792644521701;0;0,0542813638711338;0,114395981921911;0,0304971053429925;0,179856463756878;0,102220142105233;0,37749070646932;0;0,152815347765354;0;0,066242370059592;0,0749274400199043;0,0464475298237178;0,103248155313443;0,0881604798473043;0,117930771676757;0,168050003691119;0,446406047728728
0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site8;Other;963,952331542969;7645837,861744;350366,802181162;DA;18,6654396057129;1785,23095703125;0;0,367497691597415;0,166746266755819;0;0;0;0,0250262680294202;0,405451014105136;0,0352787595122107;0,0265371527212785;0,249209403674593;0,3044945489533;0;0,102218621992373;0;0,0112416783988567;0,259750688013357;0,0465479062462416;0,0460986886556509;0,19765588796089;0,412445567005204;0;0,057032159243262;0;0,0257502113645127;0,227675839355895;0,0333416464145857;0,0934081070392933;0,171442155667637;0,439996021704863;0;0,0959792644521701;0;0,0542813638711338;0,114395981921911;0,0304971053429925;0,179856463756878;0,102220142105233;0,37749070646932;0;0,152815347765354;0;0,066242370059592;0,0749274400199043;0,0464475298237178;0,103248155313443;0,0881604798473043;0,117930771676757;0,168050003691119;0,446406047728728
0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;21;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site9;SolMau;1177,90356445312;7646603,61395252;351838,76452358;DA;17,034086227417;2336,4775390625;0;0,734184469419593;0,0253430545385081;0;0,0601738355248496;0;0,085262185997644;0,063325798338056;0,0317106561813493;0;0,276042716811874;0,425629379658223;0;0,112547267588495;0;0,112628626206672;0,0578106042115466;0,015341405523189;0,00102321015604618;0,141015516181666;0,476772598838829;0;0,212896692917564;0;0,111940252309298;0,0470650140835106;0,00928671551308639;0,00606001442973346;0,141962896324312;0,467818326392993;0;0,233546446428167;0;0,0842005469826754;0,0490366232108209;0,0173751462312978;0,04685096175107;0,0775318065323301;0,555323621795881;0,00352190392695269;0,178361809178727;0;0,0634830139189737;0,0540710635543663;0,0208558193416988;0,114742867050584;0,0905424480793292;0,107401743997953;0,15541766941052;0,365362412084001
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site9;LanCam;1177,90356445312;7646603,61395252;351838,76452358;DA;17,034086227417;2336,4775390625;0;0,734184469419593;0,0253430545385081;0;0,0601738355248496;0;0,085262185997644;0,063325798338056;0,0317106561813493;0;0,276042716811874;0,425629379658223;0;0,112547267588495;0;0,112628626206672;0,0578106042115466;0,015341405523189;0,00102321015604618;0,141015516181666;0,476772598838829;0;0,212896692917564;0;0,111940252309298;0,0470650140835106;0,00928671551308639;0,00606001442973346;0,141962896324312;0,467818326392993;0;0,233546446428167;0;0,0842005469826754;0,0490366232108209;0,0173751462312978;0,04685096175107;0,0775318065323301;0,555323621795881;0,00352190392695269;0,178361809178727;0;0,0634830139189737;0,0540710635543663;0,0208558193416988;0,114742867050584;0,0905424480793292;0,107401743997953;0,15541766941052;0,365362412084001
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site10;SolMau;1429,05444335938;7646985,06445203;353561,332689956;DA;15,1167516708374;2811,69018554688;0;0,0204101127173152;0,720849519200153;0;0;0;0,00811946761765268;0,250620900464879;0;0;0,0319920762659403;0,764629724614868;0;0,130154406692725;0;0,0360706768779073;0,0371531155485594;0;0;0,00905863749885031;0,719574014984824;0,00436880496381144;0,227612085494153;0;0,0272784998195878;0,0121079572387738;0;3,42061785304657E-06;0,0241232495974854;0,738429299644282;0,0177509016617098;0,167339782864441;0;0,0298769919507599;0,0202037477867945;0,0022726058766741;0,00237710306498715;0,048066668617151;0,550379651167149;0,00396435947586106;0,167289063574446;0,0192750978410062;0,178852649464323;0,0222741665842355;0,00752124021084073;0,183519441168196;0,0906871370614814;0,055169888726803;0,0850221227316334;0,24643086032982
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site10;Other;1429,05444335938;7646985,06445203;353561,332689956;DA;15,1167516708374;2811,69018554688;0;0,0204101127173152;0,720849519200153;0;0;0;0,00811946761765268;0,250620900464879;0;0;0,0319920762659403;0,764629724614868;0;0,130154406692725;0;0,0360706768779073;0,0371531155485594;0;0;0,00905863749885031;0,719574014984824;0,00436880496381144;0,227612085494153;0;0,0272784998195878;0,0121079572387738;0;3,42061785304657E-06;0,0241232495974854;0,738429299644282;0,0177509016617098;0,167339782864441;0;0,0298769919507599;0,0202037477867945;0,0022726058766741;0,00237710306498715;0,048066668617151;0,550379651167149;0,00396435947586106;0,167289063574446;0,0192750978410062;0,178852649464323;0,0222741665842355;0,00752124021084073;0,183519441168196;0,0906871370614814;0,055169888726803;0,0850221227316334;0,24643086032982
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04/01/17;sum;trans1;site11;SolMau;1600,09790039062;7647282,25247866;354495,477493133;DA;15,2546033859253;2438,25830078125;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,940735427944281;0,000309530989800512;0;0;0,0589550410659186;0;0;0;0,00203290378176412;0,70735105480236;0,0314463323663489;0,0397705549964149;0;0,214079555844993;0,00402949631296088;0,00129010189515784;0,000635831843660618;0,0343936117278574;0,583799164875187;0,00430482696693554;0,131154765443653;0,0250238307571544;0,201754435164983;0,0135292463284342;0,00540428689213541;0,020003762058713;0,00666737818574809;0,00816526085528679;0,0315739121697456;0,16722458666712
9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05/01/17;sum;trans2;site1;Other;68,8249816894531;7643380,15582892;337156,704024218;BA;23,6756820678711;735,444763183594;0,543668608908842;0;0;0;0;0;0,00474416531346515;0;0,451587225777693;0,374629463243461;0,00947654387367438;0,0170712208788177;0;0;0;0,0507573452942716;0,00698979122597259;0,541075635483803;0,374222315767877;0,00752767384089122;0,0314779161997982;0;0,00770100843591174;0,0117151192869227;0,0421229596705228;0,0546623026439716;0,470570704154105;0,32653775950773;0,0264895818011937;0,0270292457886606;0;0,116110903975332;0,0109885165502657;0,0437640918476006;0,114886069328009;0,334193831201209;0,159529834030622;0,0285218720645117;0,0803056528113579;0;0,0682846134202436;0,0339101939670262;0,146275766739853;0,0875469846710795;0,395625082295306;0,0408284636304198;0,0341533071910856;0,0421855340611398;0,0615567750785284;0,14638027266518
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05/01/17;sum;trans2;site2;Other;46,5149421691895;7642256,79970687;337242,174602671;BA;24,0052013397217;686,482788085938;0;0;0,075649516046867;0;0,163334182373917;0;0,20170020376974;0;0,559316097809475;0,0363286486945387;0,00466931025090468;0,0320342982062066;0;0,135767270257555;0;0,257261308043594;0,000360810337569907;0,533578354209631;0,136599964448281;0,0386249090203202;0,0589521793999896;0;0,0519585725188747;0;0,214119515682995;0,00475968541150231;0,494985173518037;0,206824147534117;0,0335334471428;0,0393734620460865;0;0,117717807953892;0,00519931040725125;0,189307786546205;0,0609587570490651;0,347085281320583;0,204024181677443;0,0326087455757269;0,0751887245203941;0;0,0827215810907358;0,0356545666745855;0,161253105993851;0,0883171340043039;0,320231960462959;0,0752980467769002;0,0437201135659585;0,0412695971694715;0,0678269533690591;0,15766293219676
0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05/01/17;sum;trans2;site2;Other;46,5149421691895;7642256,79970687;337242,174602671;BA;24,0052013397217;686,482788085938;0;0;0,075649516046867;0;0,163334182373917;0;0,20170020376974;0;0,559316097809475;0,0363286486945387;0,00466931025090468;0,0320342982062066;0;0,135767270257555;0;0,257261308043594;0,000360810337569907;0,533578354209631;0,136599964448281;0,0386249090203202;0,0589521793999896;0;0,0519585725188747;0;0,214119515682995;0,00475968541150231;0,494985173518037;0,206824147534117;0,0335334471428;0,0393734620460865;0;0,117717807953892;0,00519931040725125;0,189307786546205;0,0609587570490651;0,347085281320583;0,204024181677443;0,0326087455757269;0,0751887245203941;0;0,0827215810907358;0,0356545666745855;0,161253105993851;0,0883171340043039;0,320231960462959;0,0752980467769002;0,0437201135659585;0,0412695971694715;0,0678269533690591;0,15766293219676
0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05/01/17;sum;trans2;site3;LanCam;119,246742248535;7644946,39077196;339477,342093344;CA;22,8918342590332;880,210754394531;0;0;0,288598083229853;0;0;0,0496067755595886;0,0884834591014742;0;0,573311682109084;0;0,0545432677851945;0,220882724368838;0;0;0,0286388414286877;0,15793104180153;0,0171811824134308;0,520822942202318;0;0,0219652422614905;0,199972407474391;0;0,000901178961406724;0,0732006710643728;0,16553658176364;0,0147566949460575;0,523667223528642;0,00230076745750724;0,0189573871238591;0,181873246763362;0;0,00137693459573827;0,0692119476770116;0,112993626316317;0,0844421651947877;0,528843924871417;0,194542092368724;0,0233677795147235;0,132859502667503;0;0,034660591159406;0,0269483397487124;0,0720269573273817;0,119146928365315;0,396447808848235;0,080485384827008;0,0626127790748108;0,0492782270396074;0,0547686231379502;0,135227606278639
0;0;0;0;0;8;2;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;05/01/17;sum;trans2;site4;SolMau;322,444793701172;7653047,37446934;339558,91071743;CB;21,8632888793945;1168,04064941406;0;0;0,755922058074376;0;0,0359462557310239;0;3,18390219052471E-05;0,199598828323994;0,00850101884870097;0;0,00171209859423971;0,575318188571388;0;0,0358833226032388;0;0,082721953773338;0,118219700453494;0,186144736004301;0;0,00274817371039304;0,68147626943934;0;0,0111970600098597;0,000888271411284901;0,164537265271366;0,0314094922242639;0,107743467933492;0,012332925376967;0,00397256836999247;0,718610820227882;0,00134313449485068;0,0478383809589998;0,000396667872081532;0,154994952570655;0,0198649032271744;0,0406456469013967;0,0295816185055879;0,00848426766946676;0,747122686324196;0,00747904518279436;0,0234376458910331;0,00178174891679153;0,108636839911958;0,0399529776893244;0,0335231699088486;0,0744726081303992;0,0626238487604729;0,0373927257970461;0,0347913249775849;0,0593288072477429
